Vehicle_Type,Lane_Type,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Fraud_indicator,Day,Month,Year,Hour,Minute
1,0,120,120,3,56,Not Fraud,25,10,2023,6,23
2,1,0,0,3,82,Not Fraud,13,11,2023,21,48
5,0,350,350,3,70,Not Fraud,28,11,2023,13,13
6,1,140,140,3,97,Not Fraud,17,12,2023,4,38
4,0,160,160,3,47,Not Fraud,1,1,2023,20,3
3,1,180,120,3,84,Fraud,20,1,2023,11,28
0,0,350,350,3,65,Not Fraud,4,2,2023,2,53
1,1,120,120,3,92,Not Fraud,23,2,2023,18,18
2,1,0,0,3,53,Not Fraud,10,3,2023,9,43
5,1,350,350,3,79,Not Fraud,29,3,2023,1,8
6,0,140,140,3,61,Not Fraud,13,4,2023,16,33
4,1,160,160,3,89,Not Fraud,2,5,2023,7,58
3,0,180,180,3,44,Not Fraud,17,5,2023,23,23
0,1,350,350,3,78,Not Fraud,6,6,2023,14,48
1,0,120,120,3,67,Not Fraud,21,6,2023,6,13
2,1,0,0,3,95,Not Fraud,9,7,2023,21,38
5,0,350,120,3,55,Fraud,25,7,2023,13,3
6,1,140,140,3,80,Not Fraud,13,8,2023,4,28
4,0,160,160,3,62,Not Fraud,28,8,2023,19,53
3,1,180,180,3,87,Not Fraud,16,9,2023,11,18
0,0,350,350,3,47,Not Fraud,1,10,2023,2,43
1,1,120,120,3,73,Not Fraud,19,10,2023,18,8
2,1,0,0,3,68,Not Fraud,3,11,2023,9,33
5,1,350,350,3,91,Not Fraud,22,11,2023,0,58
6,0,140,140,3,52,Not Fraud,10,12,2023,16,23
4,1,160,160,3,82,Not Fraud,25,12,2023,7,48
3,0,180,60,3,56,Fraud,3,1,2023,23,13
0,1,350,350,3,84,Not Fraud,21,1,2023,14,38
1,0,120,120,3,69,Not Fraud,5,2,2023,6,3
2,1,0,0,3,94,Not Fraud,24,2,2023,21,28
5,0,350,350,3,49,Not Fraud,11,3,2023,12,53
6,1,140,140,3,76,Not Fraud,26,3,2023,4,18
4,0,160,160,3,63,Not Fraud,14,4,2023,19,43
3,1,180,180,3,88,Not Fraud,30,4,2023,11,8
0,0,350,350,3,74,Not Fraud,19,5,2023,2,33
1,1,120,120,3,96,Not Fraud,3,6,2023,17,58
2,1,0,0,3,61,Not Fraud,22,6,2023,9,23
5,1,350,120,3,85,Fraud,7,7,2023,0,48
6,0,140,140,3,52,Not Fraud,25,7,2023,16,13
4,1,160,120,3,79,Fraud,9,8,2023,7,38
3,0,180,180,3,66,Not Fraud,28,8,2023,23,3
0,1,350,350,3,90,Not Fraud,13,9,2023,14,28
1,0,120,120,3,48,Not Fraud,28,9,2023,5,53
2,1,0,0,3,77,Not Fraud,16,10,2023,21,18
5,0,290,290,2,60,Not Fraud,2,9,2023,2,23
6,1,110,110,2,83,Not Fraud,17,9,2023,17,48
4,0,100,0,2,71,Fraud,6,10,2023,9,13
3,1,130,130,2,97,Not Fraud,21,10,2023,0,38
0,0,290,290,2,46,Not Fraud,9,11,2023,16,3
1,1,60,60,2,81,Not Fraud,24,11,2023,7,28
2,1,0,0,2,64,Not Fraud,13,12,2023,22,53
5,1,290,290,2,93,Not Fraud,29,12,2023,14,18
6,0,110,90,2,57,Fraud,7,1,2023,5,43
4,1,100,100,2,86,Not Fraud,24,1,2023,21,8
3,0,130,130,2,87,Not Fraud,12,2,2023,12,33
0,1,290,290,2,88,Not Fraud,27,2,2023,3,58
1,0,60,0,2,89,Fraud,19,3,2023,19,23
2,1,0,0,2,90,Not Fraud,3,4,2023,10,38
5,0,290,110,2,91,Fraud,22,4,2023,2,3
6,1,110,110,2,92,Not Fraud,7,5,2023,17,28
4,0,100,100,2,93,Not Fraud,26,5,2023,8,53
3,1,130,130,2,66,Not Fraud,10,6,2023,0,18
0,0,290,290,2,67,Not Fraud,29,6,2023,15,43
1,1,60,90,2,68,Fraud,14,7,2023,7,8
2,1,0,0,2,69,Not Fraud,2,8,2023,22,33
5,1,290,290,2,70,Not Fraud,17,8,2023,13,48
6,0,110,110,2,71,Not Fraud,5,9,2023,5,13
4,1,100,100,2,72,Not Fraud,20,9,2023,20,38
3,0,130,130,2,73,Not Fraud,9,10,2023,12,3
0,1,290,100,2,74,Fraud,24,10,2023,3,28
1,0,60,60,2,75,Not Fraud,12,11,2023,18,53
2,1,0,0,2,76,Not Fraud,27,11,2023,10,18
5,0,290,290,2,77,Not Fraud,16,12,2023,1,43
6,1,110,100,2,78,Fraud,31,12,2023,17,8
4,0,100,100,2,79,Not Fraud,9,1,2023,8,23
3,1,130,130,2,80,Not Fraud,26,1,2023,23,48
0,0,290,290,2,81,Not Fraud,14,2,2023,15,13
1,1,60,60,2,82,Not Fraud,1,3,2023,6,38
2,1,0,0,2,83,Not Fraud,20,3,2023,22,3
5,1,290,290,2,84,Not Fraud,5,4,2023,13,28
6,0,110,110,2,85,Not Fraud,24,4,2023,4,53
4,1,100,100,2,86,Not Fraud,9,5,2023,20,18
3,0,130,130,2,40,Not Fraud,28,5,2023,11,33
0,1,290,290,2,41,Not Fraud,12,6,2023,2,58
1,0,60,0,2,42,Fraud,1,7,2023,18,23
2,1,0,0,2,43,Not Fraud,16,7,2023,9,48
5,0,290,290,2,44,Not Fraud,4,8,2023,1,13
6,1,110,110,2,45,Not Fraud,19,8,2023,16,38
4,0,100,100,2,46,Not Fraud,7,9,2023,8,3
3,1,130,130,2,47,Not Fraud,22,9,2023,23,28
0,0,290,290,2,45,Not Fraud,11,10,2023,14,53
1,1,60,60,2,50,Not Fraud,26,10,2023,6,18
2,1,0,0,2,55,Not Fraud,14,11,2023,21,43
5,1,290,290,2,48,Not Fraud,29,11,2023,13,8
6,0,110,90,2,60,Fraud,18,12,2023,4,33
4,1,100,100,2,42,Not Fraud,2,1,2023,19,58
3,0,130,130,2,57,Not Fraud,21,1,2023,11,23
0,1,290,290,2,49,Not Fraud,5,2,2023,2,48
1,0,60,60,2,52,Not Fraud,24,2,2023,18,13
2,1,0,0,2,46,Not Fraud,11,3,2023,9,38
5,0,290,290,2,58,Not Fraud,30,3,2023,1,3
6,1,110,110,2,53,Not Fraud,14,4,2023,16,28
4,0,100,100,2,47,Not Fraud,3,5,2023,7,53
3,1,130,130,2,51,Not Fraud,18,5,2023,23,18
0,0,290,290,2,44,Not Fraud,7,6,2023,14,43
1,1,60,60,2,59,Not Fraud,22,6,2023,6,8
2,1,0,0,2,54,Not Fraud,10,7,2023,21,33
5,1,290,290,2,43,Not Fraud,26,7,2023,12,58
6,0,110,110,2,56,Not Fraud,14,8,2023,4,23
4,1,100,100,2,50,Not Fraud,29,8,2023,19,48
3,0,130,130,2,45,Not Fraud,17,9,2023,11,13
0,1,290,290,2,55,Not Fraud,2,10,2023,2,38
1,0,60,60,2,48,Not Fraud,20,10,2023,18,3
2,1,0,0,2,60,Not Fraud,4,11,2023,9,28
5,0,290,290,2,42,Not Fraud,23,11,2023,0,53
6,1,110,110,2,57,Not Fraud,8,12,2023,16,18
4,0,100,100,2,49,Not Fraud,27,12,2023,7,43
3,1,130,130,2,52,Not Fraud,5,1,2023,23,8
0,0,290,130,2,46,Fraud,22,1,2023,14,33
1,1,60,90,2,58,Fraud,9,2,2023,5,58
2,1,0,0,2,53,Not Fraud,24,2,2023,21,23
5,1,290,290,2,47,Not Fraud,15,3,2023,12,48
6,0,110,110,2,51,Not Fraud,30,3,2023,4,3
4,1,100,60,2,44,Fraud,18,4,2023,19,28
3,0,130,130,2,59,Not Fraud,4,5,2023,10,53
0,1,290,290,2,54,Not Fraud,23,5,2023,2,18
1,0,60,60,2,43,Not Fraud,7,6,2023,17,43
2,1,0,0,2,56,Not Fraud,26,6,2023,9,8
5,0,290,290,2,50,Not Fraud,11,7,2023,0,33
6,1,110,60,2,45,Fraud,29,7,2023,15,58
4,0,100,100,2,55,Not Fraud,13,8,2023,7,23
3,1,130,130,2,48,Not Fraud,1,9,2023,22,48
0,0,290,290,2,60,Not Fraud,16,9,2023,14,13
1,1,60,60,2,42,Not Fraud,5,10,2023,5,38
2,1,0,0,2,57,Not Fraud,20,10,2023,21,3
5,1,290,290,2,49,Not Fraud,8,11,2023,12,28
6,0,110,110,2,52,Not Fraud,23,11,2023,3,53
4,1,100,100,2,46,Not Fraud,12,12,2023,19,18
3,0,130,0,2,58,Fraud,27,12,2023,10,43
0,1,290,290,2,53,Not Fraud,5,1,2023,2,8
1,0,60,60,2,47,Not Fraud,22,1,2023,17,33
2,1,0,0,2,51,Not Fraud,10,2,2023,8,58
5,0,290,290,2,44,Not Fraud,25,2,2023,0,23
6,1,110,110,2,59,Not Fraud,15,3,2023,15,48
4,0,100,100,2,54,Not Fraud,22,1,2023,23,13
3,1,130,130,2,43,Not Fraud,10,2,2023,14,28
0,0,290,290,2,56,Not Fraud,25,2,2023,5,53
1,1,60,90,2,50,Fraud,17,3,2023,21,18
2,1,0,0,2,45,Not Fraud,1,4,2023,12,33
5,1,290,290,2,55,Not Fraud,20,4,2023,3,58
6,0,110,110,2,48,Not Fraud,5,5,2023,19,23
4,1,100,100,2,60,Not Fraud,24,5,2023,10,38
3,0,130,130,2,42,Not Fraud,8,6,2023,2,3
0,1,290,290,2,57,Not Fraud,27,6,2023,17,28
1,0,60,60,2,49,Not Fraud,12,7,2023,8,43
2,1,0,0,2,52,Not Fraud,31,7,2023,0,8
5,0,290,290,2,46,Not Fraud,15,8,2023,15,33
6,1,110,110,2,58,Not Fraud,3,9,2023,6,58
4,0,100,60,2,53,Fraud,18,9,2023,22,13
3,1,130,130,2,47,Not Fraud,7,10,2023,13,38
0,0,290,290,2,51,Not Fraud,22,10,2023,5,3
1,1,60,60,2,44,Not Fraud,10,11,2023,20,28
2,1,0,0,2,59,Not Fraud,25,11,2023,11,43
5,1,290,60,2,54,Fraud,15,12,2023,3,8
6,0,110,110,2,43,Not Fraud,30,12,2023,18,33
4,1,100,100,2,56,Not Fraud,9,1,2023,10,58
3,0,130,130,2,50,Not Fraud,26,1,2023,2,23
0,1,290,90,2,45,Fraud,14,2,2023,17,48
1,0,60,60,2,55,Not Fraud,1,3,2023,9,13
2,1,0,0,2,48,Not Fraud,20,3,2023,0,28
5,0,290,290,2,60,Not Fraud,4,4,2023,15,53
6,1,110,110,2,42,Not Fraud,23,4,2023,7,18
4,0,100,100,2,57,Not Fraud,8,5,2023,22,33
3,1,130,130,2,49,Not Fraud,27,5,2023,13,58
0,0,290,290,2,52,Not Fraud,11,6,2023,5,23
1,1,60,100,2,46,Fraud,30,6,2023,20,38
2,1,0,0,2,58,Not Fraud,15,7,2023,12,3
5,1,290,290,2,53,Not Fraud,3,8,2023,3,28
6,0,110,110,2,47,Not Fraud,18,8,2023,18,43
4,1,100,100,2,51,Not Fraud,6,9,2023,10,8
3,0,130,130,2,44,Not Fraud,21,9,2023,1,33
0,1,290,110,2,59,Fraud,10,10,2023,16,58
1,0,60,60,2,54,Not Fraud,25,10,2023,8,23
2,1,0,0,2,43,Not Fraud,13,11,2023,23,48
5,0,290,290,2,56,Not Fraud,28,11,2023,15,3
6,1,110,110,2,50,Not Fraud,17,12,2023,6,28
4,0,100,100,2,45,Not Fraud,1,1,2023,21,53
3,1,130,130,2,55,Not Fraud,20,1,2023,13,18
0,0,290,290,2,48,Not Fraud,4,2,2023,4,43
1,1,60,60,2,60,Not Fraud,23,2,2023,20,8
2,1,0,0,2,40,Not Fraud,10,3,2023,11,23
5,1,290,290,2,62,Not Fraud,29,3,2023,2,48
6,0,110,110,2,38,Not Fraud,13,4,2023,18,13
4,1,100,100,2,65,Not Fraud,2,5,2023,9,38
3,0,130,130,2,42,Not Fraud,17,5,2023,1,3
0,1,290,290,2,55,Not Fraud,5,6,2023,16,28
1,0,60,0,2,48,Fraud,20,6,2023,7,43
2,1,0,0,2,50,Not Fraud,8,7,2023,23,8
5,0,290,290,2,58,Not Fraud,24,7,2023,14,33
6,1,110,110,2,46,Not Fraud,12,8,2023,5,58
4,0,100,100,2,53,Not Fraud,27,8,2023,21,23
3,1,130,130,2,47,Not Fraud,15,9,2023,12,48
0,0,290,290,2,51,Not Fraud,30,9,2023,4,3
1,1,60,60,2,44,Not Fraud,19,10,2023,19,28
2,1,0,0,2,59,Not Fraud,3,11,2023,10,53
5,1,290,290,2,54,Not Fraud,22,11,2023,2,18
6,0,110,110,2,43,Not Fraud,6,12,2023,17,43
4,1,100,100,2,56,Not Fraud,25,12,2023,9,8
3,0,130,130,2,52,Not Fraud,5,1,2023,0,23
0,1,290,290,2,45,Not Fraud,22,1,2023,15,48
1,0,60,0,2,57,Fraud,10,2,2023,7,13
2,1,0,0,2,49,Not Fraud,25,2,2023,22,28
5,0,290,100,2,60,Fraud,17,3,2023,13,53
6,1,110,110,2,41,Not Fraud,1,4,2023,5,18
4,0,100,60,2,63,Fraud,20,4,2023,20,33
3,1,130,130,2,39,Not Fraud,6,5,2023,11,58
0,0,290,290,2,66,Not Fraud,26,5,2023,3,23
1,1,60,60,2,43,Not Fraud,10,6,2023,18,48
2,1,0,0,2,61,Not Fraud,29,6,2023,10,3
5,1,290,290,2,37,Not Fraud,14,7,2023,1,28
6,0,110,110,2,54,Not Fraud,2,8,2023,16,53
4,1,100,100,2,46,Not Fraud,17,8,2023,8,18
3,0,130,0,2,55,Fraud,5,9,2023,23,43
0,1,290,290,2,49,Not Fraud,20,9,2023,15,8
1,0,60,60,2,60,Not Fraud,9,10,2023,6,33
2,1,0,0,2,42,Not Fraud,24,10,2023,21,58
5,0,290,290,2,57,Not Fraud,12,11,2023,13,23
6,1,110,110,2,48,Not Fraud,27,11,2023,4,48
4,0,100,100,2,52,Not Fraud,16,12,2023,20,13
3,1,130,130,2,45,Not Fraud,31,12,2023,11,28
0,0,290,100,2,59,Fraud,9,1,2023,2,53
1,1,60,60,2,53,Not Fraud,26,1,2023,18,18
2,1,0,0,2,47,Not Fraud,14,2,2023,9,33
5,1,290,290,2,51,Not Fraud,1,3,2023,0,58
6,0,110,110,2,44,Not Fraud,20,3,2023,16,23
4,1,100,100,2,58,Not Fraud,4,4,2023,7,48
3,0,130,100,2,54,Fraud,23,4,2023,23,3
0,1,290,290,2,43,Not Fraud,9,5,2023,14,28
1,0,60,60,2,56,Not Fraud,28,5,2023,5,53
2,1,0,0,2,50,Not Fraud,12,6,2023,21,18
5,0,290,290,2,45,Not Fraud,27,6,2023,12,43
6,1,110,110,2,55,Not Fraud,15,7,2023,4,8
4,0,100,100,2,48,Not Fraud,30,7,2023,19,33
3,1,130,130,2,60,Not Fraud,18,8,2023,10,58
0,0,290,290,2,42,Not Fraud,8,6,2023,23,28
1,1,60,60,2,57,Not Fraud,27,6,2023,14,53
2,1,0,0,2,49,Not Fraud,12,7,2023,6,8
5,1,290,290,2,52,Not Fraud,31,7,2023,21,33
6,0,110,110,2,46,Not Fraud,15,8,2023,12,58
4,1,100,100,2,58,Not Fraud,3,9,2023,4,23
3,0,130,130,2,53,Not Fraud,18,9,2023,19,38
0,1,290,110,2,47,Fraud,7,10,2023,11,3
1,0,60,60,2,51,Not Fraud,22,10,2023,2,18
2,1,0,0,2,44,Not Fraud,10,11,2023,17,43
5,0,290,290,2,59,Not Fraud,25,11,2023,9,8
6,1,110,110,2,54,Not Fraud,15,12,2023,0,33
4,0,100,100,2,43,Not Fraud,30,12,2023,15,58
3,1,130,100,2,56,Fraud,9,1,2023,7,23
0,0,290,290,2,50,Not Fraud,26,1,2023,22,40
1,1,60,60,2,45,Not Fraud,14,2,2023,14,5
2,1,0,0,2,55,Not Fraud,1,3,2023,5,30
5,1,290,290,2,48,Not Fraud,20,3,2023,20,45
6,0,110,60,2,60,Fraud,4,4,2023,12,0
4,1,100,100,2,42,Not Fraud,23,4,2023,3,23
3,0,130,130,2,57,Not Fraud,8,5,2023,18,38
0,1,290,290,2,49,Not Fraud,27,5,2023,10,3
1,0,60,60,2,52,Not Fraud,11,6,2023,1,28
2,1,0,0,2,46,Not Fraud,30,6,2023,16,53
5,0,290,290,2,58,Not Fraud,15,7,2023,8,8
6,1,110,110,2,53,Not Fraud,3,8,2023,23,33
4,0,100,100,2,47,Not Fraud,18,8,2023,14,48
3,1,130,100,2,51,Fraud,6,9,2023,6,13
0,0,290,290,2,44,Not Fraud,21,9,2023,21,38
1,1,60,60,2,59,Not Fraud,10,10,2023,13,3
2,1,0,0,2,54,Not Fraud,25,10,2023,4,28
5,1,290,290,2,43,Not Fraud,13,11,2023,19,53
6,0,110,110,2,56,Not Fraud,28,11,2023,11,10
4,1,100,100,2,50,Not Fraud,17,12,2023,2,35
3,0,130,90,2,45,Fraud,1,1,2023,17,0
0,1,290,290,2,55,Not Fraud,20,1,2023,8,15
1,0,60,60,2,48,Not Fraud,4,2,2023,23,40
2,1,0,0,2,60,Not Fraud,23,2,2023,15,5
5,0,290,290,2,42,Not Fraud,10,3,2023,6,20
6,1,110,110,2,57,Not Fraud,29,3,2023,21,45
4,0,100,100,2,49,Not Fraud,13,4,2023,13,10
3,1,130,130,2,52,Not Fraud,2,5,2023,4,35
0,0,290,290,2,46,Not Fraud,17,5,2023,19,50
1,1,60,60,2,58,Not Fraud,6,6,2023,11,15
2,1,0,0,2,53,Not Fraud,21,6,2023,2,30
5,1,290,290,2,47,Not Fraud,9,7,2023,17,55
6,0,110,110,2,20,Not Fraud,24,7,2023,9,18
4,1,100,100,2,21,Not Fraud,12,8,2023,0,33
3,0,130,130,2,22,Not Fraud,27,8,2023,15,58
0,1,290,60,2,23,Fraud,15,9,2023,7,23
1,0,60,60,2,24,Not Fraud,30,9,2023,22,40
2,1,0,0,2,25,Not Fraud,19,10,2023,14,5
5,0,290,290,2,26,Not Fraud,3,11,2023,5,30
6,1,110,110,2,27,Not Fraud,22,11,2023,20,45
4,0,100,60,2,28,Fraud,7,12,2023,12,0
3,1,130,100,2,29,Fraud,26,12,2023,3,23
0,0,290,290,2,30,Not Fraud,10,1,2023,18,38
1,1,60,60,2,31,Not Fraud,29,1,2023,10,3
2,1,0,0,2,32,Not Fraud,13,2,2023,1,28
5,1,290,290,2,33,Not Fraud,4,3,2023,16,53
6,0,110,110,2,34,Not Fraud,19,3,2023,8,8
4,1,100,100,2,35,Not Fraud,7,4,2023,23,33
3,0,130,130,2,36,Not Fraud,22,4,2023,14,48
0,1,290,290,2,37,Not Fraud,11,5,2023,6,13
1,0,60,60,2,38,Not Fraud,26,5,2023,21,38
2,1,0,0,2,39,Not Fraud,14,6,2023,13,3
5,0,290,290,2,65,Not Fraud,29,6,2023,4,28
6,1,110,110,2,76,Not Fraud,17,7,2023,19,53
4,0,100,100,2,89,Not Fraud,1,8,2023,11,10
3,1,130,130,2,45,Not Fraud,20,8,2023,2,35
0,0,290,290,2,56,Not Fraud,4,9,2023,17,58
1,1,60,60,2,67,Not Fraud,23,9,2023,9,23
2,1,0,0,2,87,Not Fraud,8,10,2023,0,48
5,1,290,290,2,45,Not Fraud,27,10,2023,16,13
6,0,110,110,2,34,Not Fraud,11,11,2023,7,28
4,1,100,100,2,78,Not Fraud,30,11,2023,22,53
3,0,130,130,2,45,Not Fraud,15,12,2023,14,18
0,1,290,290,2,87,Not Fraud,3,1,2023,5,43
1,0,60,0,2,66,Fraud,18,1,2023,21,8
2,1,0,0,2,89,Not Fraud,6,2,2023,12,33
5,0,290,290,2,65,Not Fraud,21,2,2023,3,48
6,1,110,110,2,34,Not Fraud,13,3,2023,19,3
4,0,100,100,2,98,Not Fraud,28,3,2023,10,28
3,1,130,130,2,22,Not Fraud,17,4,2023,1,53
0,0,290,100,2,23,Fraud,2,5,2023,17,18
1,1,60,60,2,10,Not Fraud,21,5,2023,8,43
2,1,0,0,2,67,Not Fraud,5,6,2023,0,0
5,1,290,290,2,87,Not Fraud,24,6,2023,15,25
6,0,110,100,2,65,Fraud,9,7,2023,6,50
4,1,100,100,2,34,Not Fraud,28,7,2023,22,8
3,0,130,130,2,87,Not Fraud,12,8,2023,13,33
0,1,290,290,2,35,Not Fraud,31,8,2023,4,58
1,0,60,60,2,32,Not Fraud,15,9,2023,20,13
2,1,0,0,2,76,Not Fraud,4,10,2023,11,38
5,0,290,290,2,34,Not Fraud,19,10,2023,3,3
6,1,110,110,2,65,Not Fraud,7,11,2023,18,28
4,0,100,100,2,23,Not Fraud,22,11,2023,9,43
3,1,130,130,2,65,Not Fraud,12,12,2023,1,8
0,0,290,290,2,34,Not Fraud,27,12,2023,16,23
1,1,60,60,2,76,Not Fraud,5,1,2023,7,48
2,1,0,0,2,45,Not Fraud,1,1,2023,12,30
5,1,290,110,2,67,Fraud,15,1,2023,3,20
6,0,110,110,2,45,Not Fraud,5,2,2023,18,45
4,1,100,100,2,76,Not Fraud,18,2,2023,9,10
3,0,130,130,2,45,Not Fraud,7,3,2023,14,55
0,1,290,290,2,76,Not Fraud,22,3,2023,5,40
1,0,60,90,2,45,Fraud,2,4,2023,20,12
2,1,0,0,2,76,Not Fraud,19,4,2023,11,25
5,0,290,290,2,45,Not Fraud,8,5,2023,1,48
6,1,110,110,2,65,Not Fraud,21,5,2023,16,33
4,0,100,100,2,98,Not Fraud,4,6,2023,7,2
3,1,130,130,2,76,Not Fraud,19,6,2023,22,15
0,0,290,290,2,65,Not Fraud,9,7,2023,12,40
1,1,60,60,2,88,Not Fraud,24,7,2023,3,5
2,1,0,0,2,76,Not Fraud,5,8,2023,18,30
5,1,290,130,2,56,Fraud,22,8,2023,9,45
6,0,110,110,2,86,Not Fraud,11,9,2023,1,20
4,1,100,90,2,98,Fraud,26,9,2023,16,35
3,0,130,130,2,67,Not Fraud,8,10,2023,7,0
0,1,290,290,2,98,Not Fraud,25,10,2023,22,15
1,0,60,60,2,67,Not Fraud,14,11,2023,12,42
2,1,0,0,2,56,Not Fraud,29,11,2023,3,55
5,0,290,290,2,87,Not Fraud,9,12,2023,18,20
6,1,110,110,2,56,Not Fraud,26,12,2023,9,45
4,0,100,100,2,87,Not Fraud,6,1,2023,1,10
3,1,130,120,2,67,Fraud,23,1,2023,16,25
0,0,290,290,2,76,Not Fraud,11,2,2023,7,50
1,1,60,60,2,56,Not Fraud,26,2,2023,23,5
2,1,0,0,2,98,Not Fraud,18,3,2023,13,30
5,1,290,290,2,56,Not Fraud,2,4,2023,4,55
6,0,110,110,2,45,Not Fraud,15,4,2023,20,10
4,1,100,100,2,55,Not Fraud,4,5,2023,10,35
3,0,130,130,2,76,Not Fraud,19,5,2023,1,50
0,1,290,90,2,45,Fraud,8,6,2023,17,15
1,0,60,60,2,76,Not Fraud,23,6,2023,8,28
2,1,0,0,2,45,Not Fraud,13,7,2023,23,53
5,0,290,100,2,76,Fraud,28,7,2023,15,8
6,1,110,110,2,90,Not Fraud,9,8,2023,5,33
4,0,100,60,2,78,Fraud,26,8,2023,20,48
3,1,130,130,2,76,Not Fraud,15,9,2023,11,5
0,0,290,290,2,89,Not Fraud,30,9,2023,1,30
1,1,60,60,2,90,Not Fraud,12,10,2023,16,45
2,1,0,0,2,80,Not Fraud,29,10,2023,8,10
5,1,290,290,2,70,Not Fraud,17,11,2023,23,23
6,0,110,110,2,60,Not Fraud,2,12,2023,14,48
4,1,100,100,2,56,Not Fraud,12,12,2023,5,5
3,0,130,100,2,45,Fraud,29,12,2023,20,20
0,1,290,290,2,55,Not Fraud,8,1,2023,10,45
1,0,60,60,2,65,Not Fraud,25,1,2023,2,0
2,1,0,0,2,76,Not Fraud,13,2,2023,17,25
5,0,290,290,2,87,Not Fraud,28,2,2023,8,40
6,1,110,110,2,98,Not Fraud,20,3,2023,0,5
4,0,100,100,2,45,Not Fraud,4,4,2023,15,18
3,1,130,90,2,35,Fraud,24,4,2023,6,43
0,0,290,290,2,24,Not Fraud,9,5,2023,22,0
1,1,60,60,2,25,Not Fraud,28,5,2023,12,25
2,1,0,0,2,77,Not Fraud,12,6,2023,3,48
5,1,290,290,2,78,Not Fraud,27,6,2023,19,3
6,0,110,110,2,90,Not Fraud,7,7,2023,9,28
4,1,100,100,2,89,Not Fraud,24,7,2023,0,45
3,0,130,130,2,85,Not Fraud,13,8,2023,16,10
0,1,290,290,2,65,Not Fraud,28,8,2023,7,23
1,0,60,0,2,45,Fraud,17,9,2023,22,48
2,1,0,0,2,65,Not Fraud,2,10,2023,14,3
5,0,290,290,2,45,Not Fraud,14,10,2023,4,28
6,1,110,100,2,76,Fraud,31,10,2023,19,53
4,0,100,100,2,45,Not Fraud,19,11,2023,11,10
3,1,130,130,2,77,Not Fraud,4,12,2023,1,35
0,0,290,290,2,88,Not Fraud,16,12,2023,17,0
1,1,60,60,2,23,Not Fraud,4,1,2023,7,25
2,1,0,0,2,34,Not Fraud,19,1,2023,22,38
5,1,290,290,2,65,Not Fraud,8,2,2023,13,3
6,0,110,110,2,45,Not Fraud,23,2,2023,4,18
4,1,100,100,2,76,Not Fraud,15,3,2023,19,43
3,0,130,130,2,54,Not Fraud,30,3,2023,11,8
0,1,290,290,2,66,Not Fraud,10,4,2023,1,33
1,0,60,60,2,66,Not Fraud,27,4,2023,16,58
2,1,0,0,2,55,Not Fraud,16,5,2023,8,23
5,0,290,290,2,77,Not Fraud,31,5,2023,23,40
6,1,110,110,2,44,Not Fraud,21,6,2023,15,5
4,0,100,100,2,60,Not Fraud,6,7,2023,6,20
3,1,130,130,2,70,Not Fraud,26,7,2023,21,43
0,0,290,290,2,77,Not Fraud,10,8,2023,12,58
1,1,60,60,2,55,Not Fraud,29,8,2023,4,23
2,1,0,0,2,65,Not Fraud,13,9,2023,19,38
5,1,290,290,2,75,Not Fraud,2,10,2023,10,3
6,0,110,110,2,85,Not Fraud,17,10,2023,1,28
4,1,100,100,2,95,Not Fraud,5,11,2023,16,53
3,0,130,90,2,90,Fraud,20,11,2023,8,8
0,1,290,290,2,88,Not Fraud,10,12,2023,23,33
1,0,60,60,2,90,Not Fraud,25,12,2023,14,48
2,1,0,0,2,90,Not Fraud,4,1,2023,5,13
5,0,290,290,2,78,Not Fraud,21,1,2023,20,38
6,1,110,110,2,78,Not Fraud,10,2,2023,12,3
4,0,100,100,2,89,Not Fraud,25,2,2023,3,28
3,1,130,130,2,99,Not Fraud,17,3,2023,18,53
0,0,290,130,2,98,Fraud,1,4,2023,10,10
1,1,60,60,2,76,Not Fraud,20,4,2023,1,33
2,1,0,0,2,68,Not Fraud,5,5,2023,16,58
5,1,290,290,2,45,Not Fraud,24,5,2023,8,13
6,0,110,100,2,23,Fraud,14,4,2023,14,51
4,1,100,100,2,35,Not Fraud,29,4,2023,6,17
3,0,130,100,2,75,Fraud,18,5,2023,21,42
0,1,290,290,2,80,Not Fraud,3,6,2023,13,7
1,0,60,60,2,88,Not Fraud,22,6,2023,4,32
2,1,0,0,2,76,Not Fraud,7,7,2023,19,57
5,0,290,290,2,75,Not Fraud,27,7,2023,11,22
6,1,110,100,2,46,Fraud,11,8,2023,2,48
4,0,100,60,2,47,Fraud,30,8,2023,18,13
3,1,130,130,2,89,Not Fraud,14,9,2023,9,38
0,0,290,290,2,90,Not Fraud,3,10,2023,1,3
1,1,60,60,2,87,Not Fraud,18,10,2023,16,28
2,1,0,0,2,96,Not Fraud,6,11,2023,7,53
5,1,290,290,2,67,Not Fraud,21,11,2023,23,19
6,0,110,110,2,65,Not Fraud,11,12,2023,14,44
4,1,100,100,2,66,Not Fraud,26,12,2023,6,9
3,0,130,130,2,67,Not Fraud,3,1,2023,21,34
0,1,290,290,2,68,Not Fraud,21,1,2023,13,59
1,0,60,60,2,69,Not Fraud,5,2,2023,5,24
2,1,0,0,2,70,Not Fraud,24,2,2023,20,50
5,0,290,290,2,71,Not Fraud,12,3,2023,12,15
6,1,110,110,2,72,Not Fraud,27,3,2023,3,40
4,0,100,100,2,73,Not Fraud,15,4,2023,19,5
3,1,130,130,2,74,Not Fraud,30,4,2023,10,31
